                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.2409,                0.62004,                 1.0813,                0.99907,                0.99967,                  0.995,                0.69543,                 1.2223,                0.39979,                 1.0438,               0.009109,               0.009109,               0.009109
                     21,                 1.2406,                0.61119,                 1.0774,                0.99881,                0.99974,                  0.995,                0.70982,                  1.172,                0.39417,                 1.0245,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.2325,                0.60353,                 1.0749,                0.99873,                0.99967,                  0.995,                0.71937,                 1.1417,                0.38487,                 1.0132,                0.00901,                0.00901,                0.00901
                     23,                 1.2305,                 0.5999,                 1.0744,                 0.9989,                0.99966,                  0.995,                0.72526,                 1.1283,                0.37772,                 1.0076,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.2289,                0.59482,                 1.0726,                0.99885,                0.99991,                  0.995,                0.73064,                  1.106,                0.37386,                 1.0009,               0.008911,               0.008911,               0.008911
                     25,                 1.2277,                0.59177,                 1.0733,                0.99902,                0.99995,                  0.995,                0.73682,                 1.0927,                 0.3689,                0.99547,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.2227,                0.58504,                 1.0703,                0.99896,                0.99996,                  0.995,                0.73145,                 1.1104,                0.37296,                 1.0015,               0.008812,               0.008812,               0.008812
                     27,                 1.2188,                0.58228,                 1.0686,                0.99884,                0.99991,                0.99499,                0.74646,                 1.0549,                0.36262,                0.98352,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.2149,                0.57743,                 1.0694,                0.99884,                0.99973,                  0.995,                0.74654,                  1.061,                0.36022,                0.98642,               0.008713,               0.008713,               0.008713
                     29,                 1.2132,                0.57656,                 1.0675,                 0.9991,                0.99985,                  0.995,                0.75181,                 1.0364,                 0.3568,                0.97811,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.2096,                0.57083,                 1.0649,                0.99911,                0.99978,                  0.995,                0.75753,                 1.0153,                0.35373,                0.97214,               0.008614,               0.008614,               0.008614
                     31,                 1.2082,                0.56895,                 1.0636,                0.99917,                0.99981,                  0.995,                0.76788,                0.97897,                0.34641,                0.96141,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.1941,                0.56186,                 1.0592,                0.99898,                0.99973,                  0.995,                0.77099,                 0.9702,                0.34386,                0.95927,               0.008515,               0.008515,               0.008515
                     33,                 1.1895,                0.56059,                 1.0564,                0.99896,                 0.9998,                  0.995,                0.77391,                0.95487,                0.34101,                0.95323,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.1842,                0.55514,                 1.0556,                 0.9992,                0.99991,                  0.995,                0.77796,                0.93939,                0.33757,                0.94839,               0.008416,               0.008416,               0.008416
                     35,                 1.1794,                0.55597,                 1.0533,                0.99896,                0.99992,                  0.995,                0.78341,                0.92058,                0.33371,                 0.9431,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.1794,                0.55234,                  1.052,                0.99895,                0.99989,                  0.995,                0.78802,                0.90355,                0.33024,                 0.9381,               0.008317,               0.008317,               0.008317
                     37,                 1.1774,                 0.5515,                 1.0518,                0.99913,                0.99989,                  0.995,                0.78916,                0.90114,                0.32935,                0.93695,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.1712,                0.54896,                 1.0488,                0.99916,                0.99989,                  0.995,                0.79425,                0.88238,                0.32608,                 0.9305,               0.008218,               0.008218,               0.008218
                     39,                  1.167,                0.54158,                 1.0471,                0.99916,                 0.9999,                  0.995,                0.79838,                0.86884,                0.32388,                0.92648,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.1657,                 0.5427,                 1.0467,                0.99915,                0.99989,                  0.995,                0.80032,                 0.8629,                0.32246,                0.92449,               0.008119,               0.008119,               0.008119
                     41,                 1.1642,                0.54104,                 1.0466,                0.99912,                 0.9999,                  0.995,                0.80055,                 0.8587,                0.32108,                0.92314,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.1594,                 0.5365,                 1.0458,                0.99917,                0.99989,                  0.995,                0.80131,                0.85909,                0.32037,                0.92292,                0.00802,                0.00802,                0.00802
                     43,                 1.1559,                0.53412,                 1.0433,                0.99919,                 0.9999,                  0.995,                0.80321,                0.85274,                0.31839,                0.92082,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.1556,                0.53344,                 1.0425,                0.99915,                0.99989,                  0.995,                0.80406,                0.85036,                0.31722,                0.91979,               0.007921,               0.007921,               0.007921
                     45,                 1.1503,                0.53172,                 1.0397,                0.99913,                0.99989,                  0.995,                0.80683,                0.84208,                 0.3153,                0.91733,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.1224,                0.52835,                 1.0298,                0.99909,                 0.9999,                  0.995,                0.80772,                0.83988,                0.31404,                0.91635,               0.007822,               0.007822,               0.007822
                     47,                 1.0907,                0.52011,                 1.0198,                0.99913,                 0.9999,                  0.995,                0.80872,                0.83519,                0.31288,                0.91473,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.0866,                0.52013,                 1.0179,                0.99912,                 0.9999,                  0.995,                0.81038,                0.83041,                0.31187,                0.91299,               0.007723,               0.007723,               0.007723
                     49,                 1.0779,                0.51543,                 1.0139,                0.99914,                 0.9999,                  0.995,                0.81162,                0.82833,                0.31097,                0.91212,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.0785,                0.51423,                 1.0139,                0.99917,                 0.9999,                  0.995,                0.81279,                0.82421,                0.30978,                0.91075,               0.007624,               0.007624,               0.007624
                     51,                 1.0744,                0.51403,                 1.0126,                0.99919,                0.99991,                  0.995,                0.81331,                0.82197,                0.30909,                0.90966,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.0684,                0.51004,                 1.0106,                0.99917,                0.99991,                  0.995,                0.81466,                  0.818,                0.30798,                0.90824,               0.007525,               0.007525,               0.007525
                     53,                  1.065,                0.50846,                  1.009,                0.99917,                0.99991,                  0.995,                0.81595,                0.81455,                0.30691,                 0.9069,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.0642,                0.50721,                 1.0094,                0.99916,                 0.9999,                  0.995,                0.81679,                0.81297,                0.30667,                 0.9061,               0.007426,               0.007426,               0.007426
                     55,                 1.0619,                0.50491,                 1.0078,                0.99918,                0.99991,                  0.995,                 0.8174,                0.81023,                0.30605,                0.90509,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.0588,                0.50338,                 1.0047,                0.99919,                 0.9999,                  0.995,                0.81885,                0.80737,                 0.3053,                0.90403,               0.007327,               0.007327,               0.007327
                     57,                 1.0574,                0.50017,                 1.0046,                 0.9992,                0.99988,                  0.995,                0.81874,                0.80673,                0.30505,                0.90351,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.0579,                0.50206,                 1.0065,                0.99919,                0.99986,                  0.995,                0.81924,                0.80635,                0.30459,                0.90318,               0.007228,               0.007228,               0.007228
                     59,                 1.0583,                0.50088,                 1.0068,                 0.9992,                0.99987,                  0.995,                 0.8197,                0.80582,                0.30414,                0.90288,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.0525,                 0.4991,                 1.0038,                0.99919,                0.99987,                  0.995,                0.81979,                0.80495,                 0.3039,                 0.9025,               0.007129,               0.007129,               0.007129
                     61,                 1.0469,                0.49721,                 1.0048,                0.99919,                0.99987,                  0.995,                0.81982,                0.80485,                0.30352,                0.90227,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.0481,                0.49403,                 1.0009,                0.99918,                0.99988,                  0.995,                0.82031,                0.80403,                 0.3033,                0.90193,                0.00703,                0.00703,                0.00703
                     63,                 1.0491,                0.49818,                  1.001,                0.99914,                 0.9999,                  0.995,                0.82058,                0.80324,                 0.3028,                0.90158,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.0515,                0.49491,                 1.0029,                0.99916,                 0.9999,                  0.995,                0.82132,                0.80208,                0.30233,                0.90117,               0.006931,               0.006931,               0.006931
                     65,                 1.0479,                0.49358,                 1.0022,                0.99914,                0.99988,                  0.995,                0.82175,                0.80106,                0.30211,                0.90077,              0.0068815,              0.0068815,              0.0068815
                     66,                  1.044,                0.49189,                0.99949,                0.99914,                0.99988,                  0.995,                0.82236,                0.79973,                0.30171,                0.90017,               0.006832,               0.006832,               0.006832
                     67,                 1.0456,                0.49285,                0.99893,                0.99913,                0.99989,                  0.995,                0.82257,                0.79873,                0.30125,                0.89983,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.0403,                0.49244,                 1.0006,                0.99912,                0.99989,                  0.995,                0.82318,                0.79717,                 0.3008,                0.89925,               0.006733,               0.006733,               0.006733
                     69,                 1.0452,                0.49172,                 1.0009,                 0.9991,                0.99989,                  0.995,                0.82345,                0.79689,                0.30042,                0.89897,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.0384,                0.48848,                0.99863,                0.99911,                0.99988,                  0.995,                 0.8236,                0.79624,                0.30029,                0.89867,               0.006634,               0.006634,               0.006634
                     71,                 1.0413,                0.48962,                0.99684,                 0.9991,                0.99989,                  0.995,                0.82374,                0.79557,                0.29996,                0.89843,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0382,                 0.4884,                0.99759,                0.99909,                 0.9999,                  0.995,                0.82429,                0.79474,                0.29993,                0.89812,               0.006535,               0.006535,               0.006535
                     73,                 1.0368,                0.48589,                 0.9962,                0.99909,                 0.9999,                  0.995,                0.82414,                0.79434,                0.29986,                0.89782,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0352,                0.48445,                0.99738,                0.99909,                0.99989,                  0.995,                0.82425,                0.79368,                0.29957,                0.89759,               0.006436,               0.006436,               0.006436
                     75,                 1.0335,                0.48416,                0.99303,                0.99909,                0.99989,                  0.995,                0.82515,                0.79254,                0.29937,                0.89721,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0357,                0.48218,                0.99833,                0.99908,                 0.9999,                  0.995,                 0.8252,                 0.7911,                0.29923,                0.89668,               0.006337,               0.006337,               0.006337
                     77,                 1.0333,                0.48126,                0.99447,                0.99908,                0.99989,                  0.995,                0.82566,                0.79021,                0.29902,                0.89631,              0.0062875,              0.0062875,              0.0062875
                     78,                  1.029,                0.48058,                0.99159,                0.99908,                0.99987,                  0.995,                0.82579,                0.78933,                0.29884,                 0.8959,               0.006238,               0.006238,               0.006238
                     79,                 1.0318,                0.48112,                0.99471,                0.99908,                0.99986,                  0.995,                0.82628,                 0.7882,                0.29863,                0.89558,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.0314,                0.48023,                0.99545,                0.99908,                0.99985,                  0.995,                0.82662,                0.78747,                0.29844,                0.89521,               0.006139,               0.006139,               0.006139
                     81,                 1.0275,                0.47738,                0.99356,                0.99909,                0.99984,                  0.995,                0.82687,                0.78672,                0.29824,                0.89496,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.0241,                0.47692,                0.99246,                0.99909,                0.99984,                  0.995,                0.82723,                0.78542,                0.29801,                0.89454,                0.00604,                0.00604,                0.00604
                     83,                 1.0319,                 0.4798,                0.99428,                0.99909,                0.99984,                  0.995,                 0.8273,                0.78397,                0.29761,                0.89405,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0231,                0.47723,                0.99117,                 0.9991,                0.99983,                  0.995,                0.82734,                0.78374,                 0.2975,                 0.8939,               0.005941,               0.005941,               0.005941
                     85,                 1.0251,                0.47834,                0.99113,                0.99912,                0.99982,                  0.995,                0.82787,                0.78283,                0.29718,                0.89364,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0241,                0.47594,                0.99044,                 0.9991,                0.99982,                  0.995,                0.82779,                0.78219,                0.29734,                0.89331,               0.005842,               0.005842,               0.005842
                     87,                 1.0222,                 0.4728,                0.99072,                0.99911,                0.99982,                  0.995,                 0.8281,                0.78213,                0.29734,                0.89319,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0222,                0.47498,                0.99141,                0.99912,                0.99982,                  0.995,                  0.828,                0.78192,                0.29756,                0.89306,               0.005743,               0.005743,               0.005743
                     89,                  1.022,                0.47298,                0.99086,                0.99912,                0.99982,                  0.995,                0.82817,                0.78192,                0.29736,                  0.893,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.0228,                0.47345,                 0.9887,                0.99913,                0.99982,                  0.995,                0.82824,                0.78138,                0.29737,                 0.8927,               0.005644,               0.005644,               0.005644
                     91,                 1.0202,                0.47153,                0.98989,                0.99912,                0.99982,                  0.995,                0.82876,                0.78096,                0.29738,                0.89256,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.0177,                0.46973,                0.98934,                0.99913,                0.99982,                  0.995,                0.82884,                0.78083,                0.29746,                0.89241,               0.005545,               0.005545,               0.005545
                     93,                 1.0155,                0.46875,                0.98775,                0.99913,                0.99983,                  0.995,                0.82914,                0.77973,                0.29714,                0.89206,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.0205,                0.47015,                0.99038,                0.99914,                0.99982,                  0.995,                0.82936,                0.77945,                 0.2972,                0.89187,               0.005446,               0.005446,               0.005446
                     95,                 1.0151,                0.46708,                0.98868,                0.99913,                0.99982,                  0.995,                0.82948,                0.77817,                0.29704,                0.89146,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.0146,                0.46612,                0.98729,                0.99912,                0.99981,                  0.995,                0.83017,                0.77722,                0.29682,                0.89112,               0.005347,               0.005347,               0.005347
                     97,                 1.0133,                0.46748,                0.98764,                0.99908,                0.99982,                  0.995,                 0.8303,                0.77665,                0.29667,                0.89091,              0.0052975,              0.0052975,              0.0052975
                     98,                  1.014,                0.46808,                0.98709,                0.99909,                0.99982,                  0.995,                0.83036,                0.77619,                0.29668,                0.89063,               0.005248,               0.005248,               0.005248
                     99,                 1.0129,                 0.4632,                0.98703,                0.99909,                0.99982,                  0.995,                0.83034,                0.77562,                 0.2963,                0.89039,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.0132,                0.46484,                0.98606,                0.99909,                0.99982,                  0.995,                0.83041,                0.77459,                0.29612,                0.89012,               0.005149,               0.005149,               0.005149
                    101,                 1.0113,                0.46469,                0.98655,                0.99908,                0.99983,                  0.995,                0.83062,                0.77376,                0.29591,                0.88984,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.0149,                0.46305,                0.98753,                0.99908,                0.99983,                  0.995,                0.83108,                0.77345,                0.29585,                0.88957,                0.00505,                0.00505,                0.00505
                    103,                 1.0125,                0.46198,                0.98591,                0.99907,                0.99983,                  0.995,                0.83127,                0.77304,                0.29585,                0.88939,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.0107,                0.46447,                0.98476,                0.99906,                0.99982,                  0.995,                0.83137,                0.77246,                0.29572,                0.88907,               0.004951,               0.004951,               0.004951
                    105,                 1.0118,                0.46012,                0.98684,                0.99906,                0.99983,                  0.995,                0.83109,                0.77212,                0.29567,                0.88886,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.0054,                0.45792,                0.98401,                0.99904,                0.99984,                  0.995,                0.83136,                0.77209,                0.29588,                0.88869,               0.004852,               0.004852,               0.004852
                    107,                 1.0058,                0.46054,                0.98366,                0.99905,                0.99985,                  0.995,                0.83158,                0.77163,                0.29547,                0.88849,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.0084,                0.46105,                0.98421,                0.99904,                0.99985,                  0.995,                0.83179,                0.77149,                0.29562,                0.88842,               0.004753,               0.004753,               0.004753
                    109,                 1.0034,                0.45599,                 0.9832,                0.99905,                0.99984,                  0.995,                0.83188,                0.77138,                0.29535,                0.88827,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.0058,                0.45717,                0.98432,                0.99904,                0.99984,                  0.995,                0.83198,                  0.771,                0.29544,                0.88802,               0.004654,               0.004654,               0.004654
                    111,                 1.0026,                0.45534,                0.98382,                0.99904,                0.99984,                  0.995,                0.83204,                0.77073,                0.29547,                0.88785,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.0047,                0.45769,                0.98526,                0.99903,                0.99985,                  0.995,                0.83208,                0.77069,                0.29542,                0.88782,               0.004555,               0.004555,               0.004555
                    113,                 1.0037,                0.45588,                 0.9822,                0.99902,                0.99985,                  0.995,                0.83239,                0.77003,                0.29521,                0.88764,              0.0045055,              0.0045055,              0.0045055
                    114,                0.99865,                0.45074,                0.98139,                0.99902,                0.99985,                  0.995,                0.83266,                0.76853,                0.29502,                0.88711,               0.004456,               0.004456,               0.004456
                    115,                 1.0028,                0.45392,                 0.9825,                0.99901,                0.99984,                  0.995,                0.83303,                0.76793,                 0.2949,                0.88685,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.0023,                0.45329,                0.98443,                0.99901,                0.99984,                  0.995,                0.83332,                0.76709,                0.29491,                0.88658,               0.004357,               0.004357,               0.004357
                    117,                 1.0011,                0.45393,                0.98313,                0.99903,                0.99984,                0.99499,                0.83329,                0.76642,                0.29466,                0.88633,              0.0043075,              0.0043075,              0.0043075
                    118,                0.99978,                0.45217,                0.98195,                0.99902,                0.99984,                  0.995,                0.83344,                0.76614,                0.29461,                0.88617,               0.004258,               0.004258,               0.004258
                    119,                0.99659,                0.45145,                0.98014,                0.99903,                0.99984,                0.99499,                0.83323,                0.76582,                0.29432,                0.88594,              0.0042085,              0.0042085,              0.0042085
                    120,                0.99658,                0.45091,                0.98189,                0.99905,                0.99984,                0.99499,                0.83337,                0.76593,                0.29423,                0.88589,               0.004159,               0.004159,               0.004159
                    121,                 0.9965,                0.44975,                0.97877,                0.99905,                0.99984,                0.99499,                0.83346,                0.76586,                0.29432,                0.88578,              0.0041095,              0.0041095,              0.0041095
                    122,                0.99569,                0.44802,                0.97949,                0.99904,                0.99985,                0.99499,                0.83342,                0.76518,                0.29413,                0.88562,                0.00406,                0.00406,                0.00406
                    123,                0.99596,                0.44884,                0.97927,                0.99905,                0.99986,                0.99499,                0.83322,                0.76512,                0.29419,                0.88553,              0.0040105,              0.0040105,              0.0040105
                    124,                 0.9935,                0.44507,                0.97932,                0.99905,                0.99987,                0.99498,                0.83328,                0.76512,                0.29392,                0.88543,               0.003961,               0.003961,               0.003961
                    125,                0.99109,                0.44837,                0.97833,                0.99905,                0.99988,                0.99497,                0.83331,                0.76412,                0.29388,                0.88516,              0.0039115,              0.0039115,              0.0039115
                    126,                0.99369,                0.44767,                 0.9799,                0.99907,                0.99989,                0.99496,                0.83314,                0.76365,                0.29401,                0.88506,               0.003862,               0.003862,               0.003862
                    127,                0.99502,                0.44612,                  0.979,                0.99906,                0.99989,                0.99496,                0.83329,                0.76372,                0.29412,                0.88506,              0.0038125,              0.0038125,              0.0038125
                    128,                0.99072,                0.44561,                0.97883,                0.99905,                0.99989,                0.99496,                0.83329,                 0.7637,                0.29436,                0.88494,               0.003763,               0.003763,               0.003763
                    129,                0.99407,                0.44498,                0.97943,                0.99905,                0.99989,                0.99495,                0.83322,                0.76378,                0.29447,                0.88493,              0.0037135,              0.0037135,              0.0037135
                    130,                0.99036,                0.44311,                0.97839,                0.99907,                0.99989,                0.99495,                0.83315,                 0.7632,                0.29463,                0.88479,               0.003664,               0.003664,               0.003664
                    131,                0.99071,                0.44262,                0.97704,                0.99908,                0.99989,                0.99495,                0.83377,                0.76287,                0.29462,                0.88465,              0.0036145,              0.0036145,              0.0036145
                    132,                0.98711,                0.44227,                0.97756,                0.99906,                0.99989,                0.99494,                0.83427,                0.76164,                0.29478,                0.88429,               0.003565,               0.003565,               0.003565
                    133,                0.99107,                0.44353,                0.97726,                0.99908,                0.99988,                0.99494,                0.83434,                0.76098,                0.29469,                0.88412,              0.0035155,              0.0035155,              0.0035155
                    134,                0.98263,                0.43842,                0.97571,                0.99907,                0.99987,                0.99494,                0.83443,                0.76069,                 0.2948,                0.88404,               0.003466,               0.003466,               0.003466
                    135,                0.98817,                0.44015,                0.97722,                0.99906,                0.99986,                0.99495,                0.83415,                0.76131,                0.29508,                0.88411,              0.0034165,              0.0034165,              0.0034165
                    136,                0.98313,                0.43676,                 0.9765,                0.99905,                0.99985,                0.99496,                0.83417,                0.76097,                0.29527,                 0.8839,               0.003367,               0.003367,               0.003367
                    137,                0.98693,                0.43911,                 0.9768,                0.99903,                0.99985,                0.99496,                0.83468,                0.76016,                0.29504,                0.88371,              0.0033175,              0.0033175,              0.0033175
                    138,                0.98534,                0.43892,                0.97692,                0.99899,                0.99984,                0.99495,                0.83475,                0.75968,                0.29508,                0.88355,               0.003268,               0.003268,               0.003268
                    139,                0.98218,                0.43545,                0.97631,                0.99897,                0.99984,                0.99495,                0.83415,                0.75988,                0.29484,                0.88357,              0.0032185,              0.0032185,              0.0032185
                    140,                0.98209,                0.43482,                0.97514,                0.99897,                0.99984,                0.99494,                0.83457,                0.75921,                0.29476,                0.88339,               0.003169,               0.003169,               0.003169
                    141,                0.98118,                0.43589,                0.97667,                0.99898,                0.99984,                0.99494,                0.83435,                 0.7594,                0.29487,                0.88339,              0.0031195,              0.0031195,              0.0031195
                    142,                0.98201,                0.43535,                 0.9751,                0.99897,                0.99984,                0.99495,                0.83415,                0.75914,                0.29498,                0.88336,                0.00307,                0.00307,                0.00307
                    143,                0.97512,                0.43189,                0.97338,                0.99898,                0.99983,                0.99494,                0.83398,                0.75944,                0.29504,                0.88343,              0.0030205,              0.0030205,              0.0030205
                    144,                0.97604,                0.43246,                0.97113,                0.99898,                0.99983,                0.99494,                0.83374,                0.75868,                0.29487,                0.88315,               0.002971,               0.002971,               0.002971
                    145,                0.97397,                0.43048,                0.97016,                0.99898,                0.99983,                0.99493,                0.83435,                 0.7582,                0.29507,                0.88299,              0.0029215,              0.0029215,              0.0029215
                    146,                0.97529,                 0.4316,                0.97377,                0.99898,                0.99983,                0.99492,                0.83475,                0.75714,                0.29504,                0.88273,               0.002872,               0.002872,               0.002872
                    147,                0.97414,                0.43008,                0.97329,                0.99898,                0.99982,                0.99492,                0.83478,                0.75665,                  0.295,                0.88251,              0.0028225,              0.0028225,              0.0028225
                    148,                 0.9774,                0.43184,                 0.9746,                0.99899,                0.99982,                0.99492,                0.83469,                0.75611,                0.29516,                0.88235,               0.002773,               0.002773,               0.002773
                    149,                0.97239,                   0.43,                0.97249,                0.99899,                0.99982,                0.99492,                0.83487,                0.75489,                0.29547,                0.88207,              0.0027235,              0.0027235,              0.0027235
                    150,                0.97246,                0.42727,                0.97029,                0.99898,                0.99982,                0.99491,                0.83475,                0.75516,                0.29557,                0.88209,               0.002674,               0.002674,               0.002674
                    151,                0.97148,                0.42783,                0.97157,                0.99898,                0.99982,                0.99491,                0.83441,                0.75545,                0.29571,                0.88208,              0.0026245,              0.0026245,              0.0026245
                    152,                0.97249,                0.43028,                0.97232,                0.99898,                0.99982,                0.99491,                0.83441,                0.75486,                0.29572,                0.88192,               0.002575,               0.002575,               0.002575
                    153,                0.97033,                0.42662,                0.96967,                0.99898,                0.99982,                0.99491,                0.83481,                0.75458,                0.29578,                0.88177,              0.0025255,              0.0025255,              0.0025255
                    154,                0.96767,                0.42584,                0.97146,                0.99898,                0.99982,                 0.9949,                0.83443,                0.75476,                0.29594,                0.88177,               0.002476,               0.002476,               0.002476
                    155,                0.96784,                0.42583,                0.97115,                0.99899,                0.99982,                 0.9949,                0.83457,                0.75487,                0.29603,                0.88183,              0.0024265,              0.0024265,              0.0024265
                    156,                0.96735,                0.42411,                0.96877,                  0.999,                0.99982,                 0.9949,                0.83444,                0.75468,                0.29623,                0.88177,               0.002377,               0.002377,               0.002377
                    157,                0.96398,                0.42365,                 0.9668,                0.99899,                0.99982,                 0.9949,                0.83451,                 0.7554,                0.29664,                0.88194,              0.0023275,              0.0023275,              0.0023275
                    158,                0.96446,                 0.4231,                0.96798,                  0.999,                0.99981,                 0.9949,                0.83428,                 0.7556,                0.29714,                0.88192,               0.002278,               0.002278,               0.002278
                    159,                0.96228,                0.42133,                0.96774,                0.99899,                0.99982,                 0.9949,                0.83412,                0.75635,                0.29703,                0.88206,              0.0022285,              0.0022285,              0.0022285
                    160,                0.95942,                0.42039,                0.96794,                0.99898,                0.99982,                 0.9949,                 0.8341,                0.75673,                0.29708,                0.88211,               0.002179,               0.002179,               0.002179
