                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2621,                 0.6578,                 1.0906,                0.99883,                0.99934,                  0.995,                0.69391,                 1.2196,                0.41784,                 1.0454,               0.008713,               0.008713,               0.008713
                     16,                 1.2551,                0.64565,                 1.0867,                0.99829,                0.99906,                  0.995,                0.69638,                  1.204,                0.41468,                 1.0411,               0.008614,               0.008614,               0.008614
                     17,                 1.2484,                0.63052,                 1.0852,                0.99866,                0.99927,                  0.995,                0.69314,                  1.225,                0.41162,                 1.0439,               0.008515,               0.008515,               0.008515
                     18,                 1.2438,                0.63017,                 1.0809,                0.99897,                0.99969,                  0.995,                0.70255,                 1.2048,                 0.4046,                 1.0363,               0.008416,               0.008416,               0.008416
                     19,                 1.2451,                0.61915,                 1.0789,                0.99873,                0.99952,                  0.995,                0.70402,                 1.1894,                0.39945,                 1.0349,               0.008317,               0.008317,               0.008317
                     20,                 1.2373,                  0.612,                 1.0795,                0.99902,                0.99989,                  0.995,                0.69539,                 1.2224,                 0.3992,                 1.0439,               0.008218,               0.008218,               0.008218
                     21,                 1.2371,                0.60425,                 1.0755,                0.99892,                 0.9996,                  0.995,                0.71027,                 1.1714,                0.38858,                 1.0239,               0.008119,               0.008119,               0.008119
                     22,                 1.2307,                0.59757,                  1.074,                 0.9991,                0.99962,                  0.995,                0.71324,                 1.1635,                0.38531,                 1.0203,                0.00802,                0.00802,                0.00802
                     23,                 1.2267,                 0.5917,                 1.0726,                0.99893,                0.99951,                  0.995,                 0.7157,                 1.1587,                0.38191,                 1.0175,               0.007921,               0.007921,               0.007921
                     24,                 1.2255,                0.58981,                 1.0708,                0.99915,                0.99958,                  0.995,                0.72071,                 1.1454,                0.37848,                 1.0123,               0.007822,               0.007822,               0.007822
                     25,                 1.2227,                0.58416,                 1.0711,                0.99912,                 0.9998,                  0.995,                0.73167,                 1.1074,                0.37286,                 1.0001,               0.007723,               0.007723,               0.007723
                     26,                 1.2188,                  0.579,                 1.0684,                0.99926,                0.99979,                  0.995,                0.73062,                 1.1181,                0.37158,                 1.0049,               0.007624,               0.007624,               0.007624
                     27,                 1.2143,                0.57398,                 1.0663,                0.99928,                0.99987,                  0.995,                0.74238,                 1.0701,                0.36278,                0.98818,               0.007525,               0.007525,               0.007525
                     28,                 1.2103,                0.57219,                 1.0671,                0.99924,                0.99981,                  0.995,                0.74391,                 1.0698,                0.36147,                0.98958,               0.007426,               0.007426,               0.007426
                     29,                 1.2079,                0.56728,                  1.065,                0.99905,                0.99978,                0.99499,                0.75101,                 1.0382,                0.35576,                0.97855,               0.007327,               0.007327,               0.007327
                     30,                  1.203,                0.56222,                 1.0618,                 0.9991,                0.99976,                0.99499,                0.75614,                 1.0199,                0.35223,                0.97307,               0.007228,               0.007228,               0.007228
                     31,                 1.1998,                0.55924,                 1.0599,                0.99918,                0.99968,                  0.995,                0.76939,                0.96201,                0.34427,                0.95606,               0.007129,               0.007129,               0.007129
                     32,                 1.1868,                0.55286,                 1.0562,                 0.9992,                0.99969,                  0.995,                0.77686,                0.93743,                0.33976,                 0.9497,                0.00703,                0.00703,                0.00703
                     33,                 1.1822,                0.55115,                 1.0529,                0.99928,                0.99978,                  0.995,                0.78459,                0.91009,                0.33503,                0.94093,               0.006931,               0.006931,               0.006931
                     34,                 1.1773,                0.54647,                 1.0528,                0.99926,                0.99981,                  0.995,                0.78703,                0.90645,                0.33213,                0.93962,               0.006832,               0.006832,               0.006832
                     35,                  1.172,                 0.5451,                 1.0502,                0.99922,                0.99974,                  0.995,                 0.7888,                0.90124,                0.33014,                0.93776,               0.006733,               0.006733,               0.006733
                     36,                 1.1718,                0.54194,                 1.0484,                 0.9992,                0.99971,                  0.995,                0.79155,                0.88839,                0.32745,                0.93419,               0.006634,               0.006634,               0.006634
                     37,                 1.1682,                0.54078,                 1.0481,                0.99922,                0.99971,                  0.995,                0.79314,                0.88327,                0.32558,                0.93211,               0.006535,               0.006535,               0.006535
                     38,                 1.1631,                0.53729,                 1.0455,                0.99927,                0.99973,                  0.995,                0.79629,                0.87131,                0.32353,                0.92768,               0.006436,               0.006436,               0.006436
                     39,                 1.1595,                0.53153,                  1.044,                0.99919,                 0.9997,                  0.995,                0.79984,                0.85994,                0.32162,                0.92452,               0.006337,               0.006337,               0.006337
                     40,                 1.1574,                0.53049,                 1.0431,                 0.9992,                 0.9997,                  0.995,                0.80278,                0.84939,                0.31943,                0.92124,               0.006238,               0.006238,               0.006238
                     41,                 1.1551,                0.52812,                 1.0427,                 0.9992,                0.99971,                  0.995,                 0.8058,                0.84115,                0.31786,                0.91869,               0.006139,               0.006139,               0.006139
                     42,                 1.1504,                0.52516,                  1.042,                0.99923,                0.99973,                  0.995,                0.80664,                0.83967,                0.31736,                0.91782,                0.00604,                0.00604,                0.00604
                     43,                  1.148,                0.52068,                 1.0398,                0.99925,                0.99973,                  0.995,                0.80826,                 0.8322,                 0.3157,                0.91532,               0.005941,               0.005941,               0.005941
                     44,                 1.1467,                0.52217,                 1.0389,                0.99928,                0.99972,                  0.995,                0.80959,                0.82737,                0.31402,                0.91351,               0.005842,               0.005842,               0.005842
                     45,                 1.1151,                0.51989,                 1.0275,                0.99937,                0.99971,                  0.995,                0.81209,                0.81944,                0.31254,                0.91093,               0.005743,               0.005743,               0.005743
                     46,                 1.0855,                0.51197,                 1.0158,                0.99937,                 0.9997,                  0.995,                0.81354,                0.81495,                0.31142,                0.90917,               0.005644,               0.005644,               0.005644
                     47,                 1.0749,                0.50606,                 1.0133,                0.99938,                0.99971,                  0.995,                0.81452,                0.81138,                0.31049,                0.90771,               0.005545,               0.005545,               0.005545
                     48,                 1.0733,                0.50611,                 1.0118,                0.99939,                0.99972,                  0.995,                0.81519,                0.80845,                0.30968,                0.90643,               0.005446,               0.005446,               0.005446
                     49,                 1.0637,                0.49965,                 1.0078,                0.99941,                0.99973,                  0.995,                0.81592,                0.80644,                  0.309,                 0.9055,               0.005347,               0.005347,               0.005347
                     50,                 1.0677,                0.50174,                 1.0092,                0.99942,                0.99974,                  0.995,                0.81679,                0.80394,                0.30786,                0.90451,               0.005248,               0.005248,               0.005248
                     51,                 1.0622,                0.50017,                 1.0078,                0.99943,                0.99978,                  0.995,                0.81737,                0.80212,                0.30705,                0.90351,               0.005149,               0.005149,               0.005149
                     52,                 1.0568,                0.49705,                 1.0056,                0.99943,                0.99981,                  0.995,                0.81798,                0.79973,                 0.3063,                0.90265,                0.00505,                0.00505,                0.00505
                     53,                 1.0537,                0.49224,                 1.0043,                0.99943,                 0.9998,                  0.995,                0.81871,                0.79772,                0.30569,                0.90174,               0.004951,               0.004951,               0.004951
                     54,                 1.0507,                0.49094,                 1.0036,                0.99943,                 0.9998,                  0.995,                  0.819,                0.79625,                0.30489,                0.90117,               0.004852,               0.004852,               0.004852
                     55,                 1.0498,                0.48789,                 1.0024,                0.99943,                 0.9998,                  0.995,                0.81964,                0.79426,                0.30432,                0.90043,               0.004753,               0.004753,               0.004753
                     56,                 1.0471,                0.48678,                0.99964,                0.99942,                0.99979,                  0.995,                0.82004,                0.79207,                0.30393,                0.89967,               0.004654,               0.004654,               0.004654
                     57,                 1.0447,                0.48404,                0.99919,                0.99943,                0.99979,                  0.995,                0.82042,                0.79139,                0.30372,                 0.8993,               0.004555,               0.004555,               0.004555
                     58,                 1.0459,                0.48492,                 1.0013,                0.99942,                 0.9998,                  0.995,                0.82082,                0.79091,                0.30322,                0.89897,               0.004456,               0.004456,               0.004456
                     59,                 1.0426,                0.48401,                 1.0004,                0.99942,                 0.9998,                  0.995,                0.82146,                0.78928,                 0.3028,                0.89842,               0.004357,               0.004357,               0.004357
                     60,                 1.0388,                0.48126,                0.99807,                0.99941,                 0.9998,                  0.995,                0.82215,                0.78733,                0.30217,                0.89779,               0.004258,               0.004258,               0.004258
                     61,                 1.0327,                0.47954,                0.99875,                 0.9994,                0.99979,                  0.995,                0.82194,                0.78692,                0.30171,                0.89747,               0.004159,               0.004159,               0.004159
                     62,                 1.0325,                0.47619,                0.99447,                 0.9994,                0.99979,                  0.995,                0.82282,                0.78496,                0.30115,                 0.8969,                0.00406,                0.00406,                0.00406
                     63,                 1.0339,                0.47793,                0.99481,                 0.9994,                0.99979,                  0.995,                0.82314,                0.78373,                0.30066,                0.89641,               0.003961,               0.003961,               0.003961
                     64,                 1.0351,                0.47439,                0.99611,                0.99941,                0.99979,                  0.995,                0.82381,                0.78267,                0.30063,                  0.896,               0.003862,               0.003862,               0.003862
                     65,                 1.0302,                0.47323,                0.99511,                 0.9994,                0.99979,                  0.995,                0.82426,                0.78092,                0.30016,                0.89545,               0.003763,               0.003763,               0.003763
                     66,                 1.0267,                0.46867,                0.99239,                 0.9994,                0.99979,                  0.995,                0.82508,                0.77958,                0.29977,                0.89492,               0.003664,               0.003664,               0.003664
                     67,                 1.0283,                 0.4704,                0.99176,                 0.9994,                0.99979,                  0.995,                 0.8261,                0.77724,                0.29938,                0.89428,               0.003565,               0.003565,               0.003565
                     68,                 1.0223,                0.46814,                0.99334,                 0.9994,                0.99979,                  0.995,                0.82708,                0.77572,                0.29907,                0.89369,               0.003466,               0.003466,               0.003466
                     69,                  1.027,                0.46723,                0.99318,                0.99939,                0.99978,                  0.995,                0.82724,                0.77475,                0.29881,                0.89327,               0.003367,               0.003367,               0.003367
                     70,                 1.0193,                0.46442,                0.99073,                0.99938,                0.99978,                  0.995,                0.82757,                0.77379,                0.29856,                0.89289,               0.003268,               0.003268,               0.003268
                     71,                  1.022,                0.46427,                0.98898,                0.99938,                0.99978,                  0.995,                 0.8278,                0.77299,                0.29823,                0.89258,               0.003169,               0.003169,               0.003169
                     72,                 1.0158,                0.46205,                0.98863,                0.99938,                0.99979,                  0.995,                0.82785,                0.77224,                0.29796,                 0.8922,                0.00307,                0.00307,                0.00307
                     73,                 1.0152,                0.45985,                0.98723,                0.99937,                0.99979,                  0.995,                0.82816,                0.77114,                 0.2972,                0.89169,               0.002971,               0.002971,               0.002971
                     74,                 1.0138,                0.45656,                0.98847,                0.99936,                0.99978,                  0.995,                0.82856,                0.77026,                0.29711,                0.89136,               0.002872,               0.002872,               0.002872
                     75,                 1.0131,                0.45596,                0.98408,                0.99936,                0.99978,                  0.995,                 0.8286,                0.76959,                0.29685,                0.89113,               0.002773,               0.002773,               0.002773
                     76,                  1.013,                0.45372,                0.98853,                0.99935,                0.99978,                  0.995,                0.82908,                 0.7691,                0.29671,                0.89088,               0.002674,               0.002674,               0.002674
                     77,                 1.0105,                0.45355,                0.98494,                0.99934,                0.99978,                  0.995,                0.82943,                0.76804,                0.29631,                0.89053,               0.002575,               0.002575,               0.002575
                     78,                  1.005,                 0.4526,                0.98198,                0.99933,                0.99978,                  0.995,                0.82952,                0.76786,                0.29598,                 0.8903,               0.002476,               0.002476,               0.002476
                     79,                 1.0077,                0.45172,                0.98488,                0.99933,                0.99978,                  0.995,                0.82991,                0.76718,                0.29589,                0.89006,               0.002377,               0.002377,               0.002377
                     80,                 1.0051,                0.44887,                0.98442,                0.99932,                0.99978,                  0.995,                0.83016,                0.76603,                0.29544,                0.88965,               0.002278,               0.002278,               0.002278
                     81,                 1.0019,                0.44561,                0.98317,                0.99932,                0.99978,                  0.995,                0.83008,                0.76557,                0.29494,                0.88939,               0.002179,               0.002179,               0.002179
                     82,                0.99637,                0.44568,                0.98115,                0.99932,                0.99978,                  0.995,                0.83017,                0.76498,                0.29479,                0.88916,                0.00208,                0.00208,                0.00208
                     83,                 1.0044,                 0.4464,                0.98285,                0.99932,                0.99978,                  0.995,                0.83072,                0.76375,                0.29449,                0.88879,               0.001981,               0.001981,               0.001981
                     84,                0.99593,                0.44183,                0.97995,                0.99932,                0.99978,                  0.995,                0.83089,                0.76322,                0.29411,                0.88851,               0.001882,               0.001882,               0.001882
                     85,                0.99584,                0.44285,                0.97911,                0.99931,                0.99978,                  0.995,                0.83125,                0.76237,                0.29366,                0.88821,               0.001783,               0.001783,               0.001783
                     86,                 0.9949,                0.44067,                0.97854,                0.99931,                0.99979,                  0.995,                0.83156,                0.76202,                0.29341,                0.88794,               0.001684,               0.001684,               0.001684
                     87,                 0.9932,                0.43755,                0.97925,                0.99931,                0.99979,                  0.995,                0.83199,                 0.7615,                0.29337,                 0.8877,               0.001585,               0.001585,               0.001585
                     88,                0.99188,                 0.4372,                0.97898,                0.99929,                0.99979,                  0.995,                 0.8322,                0.76063,                0.29319,                0.88736,               0.001486,               0.001486,               0.001486
                     89,                0.99109,                0.43571,                0.97811,                0.99929,                0.99978,                  0.995,                0.83238,                0.76016,                0.29282,                0.88706,               0.001387,               0.001387,               0.001387
                     90,                0.98872,                0.43377,                0.97506,                0.99929,                0.99978,                  0.995,                0.83265,                0.75984,                0.29266,                0.88692,               0.001288,               0.001288,               0.001288
                     91,                 1.0258,                0.37012,                 1.0491,                0.99928,                0.99978,                  0.995,                0.83258,                0.75941,                0.29283,                0.88671,               0.001189,               0.001189,               0.001189
                     92,                 1.0154,                 0.3661,                 1.0426,                0.99928,                0.99978,                  0.995,                 0.8327,                0.75883,                0.29295,                 0.8864,                0.00109,                0.00109,                0.00109
                     93,                 1.0142,                0.36301,                 1.0426,                0.99928,                0.99978,                  0.995,                 0.8329,                0.75869,                0.29284,                0.88625,               0.000991,               0.000991,               0.000991
                     94,                 1.0118,                 0.3624,                  1.042,                0.99928,                0.99978,                  0.995,                 0.8325,                0.75904,                0.29298,                0.88629,               0.000892,               0.000892,               0.000892
                     95,                 1.0091,                0.36023,                 1.0422,                0.99928,                0.99979,                  0.995,                0.83229,                0.75892,                0.29295,                0.88615,               0.000793,               0.000793,               0.000793
                     96,                 1.0046,                0.35736,                 1.0377,                0.99927,                0.99979,                  0.995,                0.83254,                0.75817,                0.29274,                0.88593,               0.000694,               0.000694,               0.000694
                     97,                 1.0005,                0.35655,                 1.0379,                0.99926,                0.99978,                  0.995,                0.83225,                0.75777,                0.29257,                0.88575,               0.000595,               0.000595,               0.000595
                     98,                 1.0014,                0.35529,                 1.0371,                0.99924,                0.99979,                  0.995,                0.83255,                0.75816,                0.29254,                0.88567,               0.000496,               0.000496,               0.000496
                     99,                0.99569,                0.35304,                  1.034,                0.99925,                0.99979,                  0.995,                0.83253,                0.75808,                0.29268,                0.88552,               0.000397,               0.000397,               0.000397
                    100,                 0.9923,                0.35196,                 1.0343,                0.99923,                0.99979,                  0.995,                0.83251,                0.75793,                0.29263,                0.88531,               0.000298,               0.000298,               0.000298
